緯度,経度,SUM(kWh/kWp)
-58.5,1.5,632.1285915
-58.5,2.5,629.8888907
-58.5,3.5,630.266195
-58.5,4.5,631.9514106
-58.5,5.5,631.9582309
-58.5,6.5,628.4560033
-58.5,7.5,628.6106426
-58.5,8.5,622.3702789
-58.5,9.5,622.1557843
-58.5,10.5,623.4968708
-58.5,11.5,623.260638
-58.5,12.5,629.0062194
-58.5,13.5,628.9188589
-58.5,14.5,629.8436044
-58.5,15.5,629.7678528
-58.5,16.5,628.8012839
-58.5,17.5,628.5250059
-58.5,18.5,631.3983969
-58.5,19.5,631.0252317
-58.5,20.5,623.4231027
-58.5,21.5,622.9633473
-58.5,22.5,612.4967418
-58.5,23.5,611.7194387
-58.5,24.5,604.8995977
-58.5,25.5,603.7532348
-58.5,26.5,587.5485397
-58.5,27.5,586.3048858
-58.5,28.5,571.0425684
-58.5,29.5,570.3723836
-58.5,30.5,566.4392189
-58.5,31.5,565.9841147
-58.5,32.5,604.2621356
-58.5,33.5,603.5699173
-58.5,34.5,605.3912605
-58.5,35.5,605.2867269
-58.5,36.5,604.7102879
-58.5,37.5,604.6389426
-58.5,38.5,605.4008319
-58.5,39.5,605.5469977
-58.5,40.5,607.4668837
-58.5,41.5,607.2719673
-58.5,42.5,609.2039454
-58.5,43.5,608.9830662
-58.5,44.5,604.2724909
-58.5,45.5,604.2355171
-58.5,46.5,593.8963694
-58.5,47.5,593.5000436
-58.5,48.5,585.5290067
-58.5,49.5,585.7145353
-58.5,50.5,584.0537011
-58.5,51.5,584.2856558
-58.5,52.5,587.4240051
-58.5,53.5,587.4565607
-58.5,54.5,586.6433763
-58.5,55.5,586.8985613
-58.5,56.5,584.674559
-58.5,57.5,585.0908822
-58.5,58.5,584.3384689
-58.5,59.5,584.3113444
-58.5,60.5,585.2492927
-58.5,61.5,585.211184
-58.5,62.5,581.9457462
-58.5,63.5,581.9360086
-58.5,64.5,575.5165064
-58.5,65.5,575.5239267
-58.5,66.5,586.4639037
-58.5,67.5,586.7164819
-58.5,68.5,599.8717012
-58.5,69.5,600.4940952
-58.5,70.5,605.0799222
-58.5,71.5,605.8007483
-58.5,72.5,609.9711515
-58.5,73.5,611.1859352
-58.5,74.5,621.9293822
-58.5,75.5,622.2111983
-58.5,76.5,626.5778217
-58.5,77.5,626.6316477
-58.5,78.5,625.643076
-58.5,79.5,625.6044507
-58.5,80.5,625.400092
-58.5,81.5,624.9095452
-58.5,82.5,622.8119023
-58.5,83.5,621.4063527
-58.5,84.5,613.2939758
-58.5,85.5,611.7123581
-58.5,86.5,581.3537709
-58.5,87.5,580.2336285
-58.5,88.5,568.5437652
-58.5,89.5,568.0581015
-58.5,90.5,574.4839299
-58.5,91.5,574.4539705
-58.5,92.5,575.8859241
-58.5,93.5,575.6679749
-58.5,94.5,584.7382787
-58.5,95.5,584.5054499
-58.5,96.5,607.3084545
-58.5,97.5,607.1442636
-58.5,98.5,609.2596136
-58.5,99.5,608.8327087
-58.5,100.5,607.6888722
-58.5,101.5,607.3450904
-58.5,102.5,598.3237921
-58.5,103.5,596.9901253
-58.5,104.5,581.8597618
-58.5,105.5,581.113633
-58.5,106.5,562.0545764
-58.5,107.5,561.5359219
-58.5,108.5,555.3698798
-58.5,109.5,554.4633338
-58.5,110.5,550.8776734
-58.5,111.5,550.1474151
-58.5,112.5,544.8653663
-58.5,113.5,544.3099778
-58.5,114.5,547.8701245
-58.5,115.5,547.325263
-58.5,116.5,551.462211
-58.5,117.5,550.9565076
-58.5,118.5,551.9458425
-58.5,119.5,551.7899607
-58.5,120.5,553.3609092
-58.5,121.5,553.0005349
-58.5,122.5,555.2371871
-58.5,123.5,555.0754334
-58.5,124.5,557.0743691
-58.5,125.5,556.9164404
-58.5,126.5,555.0315115
-58.5,127.5,554.8815545
-58.5,128.5,552.0826112
-58.5,129.5,551.7678047
-58.5,130.5,553.4738696
-58.5,131.5,553.3641901
-58.5,132.5,555.1956179
-58.5,133.5,555.1292758
-58.5,134.5,555.5826251
-58.5,135.5,555.5370518
-58.5,136.5,559.4316717
-58.5,137.5,559.4118505
-58.5,138.5,556.7529616
-58.5,139.5,556.7375042
-58.5,140.5,549.7289246
-58.5,141.5,549.8162351
-58.5,142.5,549.9868961
-58.5,143.5,550.4060226
-58.5,144.5,552.7777205
-58.5,145.5,552.9847997
-58.5,146.5,556.0909154
-58.5,147.5,556.4595685
-58.5,148.5,557.3229378
-58.5,149.5,557.2702286
-58.5,150.5,552.0703295
-58.5,151.5,551.6580553
-58.5,152.5,534.7198102
-58.5,153.5,534.4944261
-58.5,154.5,524.0772036
-58.5,155.5,523.8926236
-58.5,156.5,521.8710393
-58.5,157.5,521.8012441
-58.5,158.5,503.6505616
-58.5,159.5,503.4487412
-58.5,160.5,509.0759871
-58.5,161.5,508.5626961
-58.5,162.5,513.9168614
-58.5,163.5,513.4202256
-58.5,164.5,497.6375959
-58.5,165.5,497.1591749
-58.5,166.5,497.5609771
-58.5,167.5,497.1445756
-58.5,168.5,498.5137857
-58.5,169.5,498.0521715
-58.5,170.5,506.941181
-58.5,171.5,506.7853179
-58.5,172.5,551.3115739
-58.5,173.5,551.3128781
-58.5,174.5,564.8991357
-58.5,175.5,564.9845918
-58.5,176.5,581.2434568
-58.5,177.5,581.3043014
-58.5,178.5,581.9183215
-58.5,179.5,581.9653223
-57.5,-179.5,603.5094475
-57.5,-178.5,603.548276
-57.5,-177.5,591.8369658
-57.5,-176.5,591.9494772
-57.5,-175.5,591.7595066
-57.5,-174.5,591.9319375
-57.5,-173.5,601.2127507
-57.5,-172.5,601.3999257
-57.5,-171.5,602.145827
-57.5,-170.5,602.3101528
-57.5,-169.5,590.124709
-57.5,-168.5,590.3215491
-57.5,-167.5,578.6196425
-57.5,-166.5,578.8195518
-57.5,-165.5,575.3643508
-57.5,-164.5,575.6422259
-57.5,-163.5,576.3092248
-57.5,-162.5,576.5784467
-57.5,-161.5,583.1159673
-57.5,-160.5,583.3819463
-57.5,-159.5,580.2197338
-57.5,-158.5,580.674986
-57.5,-157.5,581.4073671
-57.5,-156.5,581.7839512
-57.5,-155.5,579.8870211
-57.5,-154.5,580.2958168
-57.5,-153.5,583.3293577
-57.5,-152.5,583.791982
-57.5,-151.5,593.0062688
-57.5,-150.5,593.371503
-57.5,-149.5,593.2564793
-57.5,-148.5,593.5323368
-57.5,-147.5,585.1151758
-57.5,-146.5,585.1878465
-57.5,-145.5,581.5706977
-57.5,-144.5,581.424994
-57.5,-143.5,565.9150338
-57.5,-142.5,565.6525505
-57.5,-141.5,552.4569675
-57.5,-140.5,552.0326121
-57.5,-139.5,542.2012653
-57.5,-138.5,542.0936051
-57.5,-137.5,535.5277972
-57.5,-136.5,535.4577498
-57.5,-135.5,535.2789524
-57.5,-134.5,534.9624101
-57.5,-133.5,528.740302
-57.5,-132.5,528.5111501
-57.5,-131.5,521.1493101
-57.5,-130.5,520.8800233
-57.5,-129.5,516.9111306
-57.5,-128.5,516.672125
-57.5,-127.5,518.2098983
-57.5,-126.5,517.9956702
-57.5,-125.5,521.2532012
-57.5,-124.5,520.9088589
-57.5,-123.5,524.7384044
-57.5,-122.5,524.6479
-57.5,-121.5,532.8016109
-57.5,-120.5,532.7636102
-57.5,-119.5,540.5128656
-57.5,-118.5,540.4277767
-57.5,-117.5,544.6624229
-57.5,-116.5,544.5712882
-57.5,-115.5,545.457887
-57.5,-114.5,545.3549799
-57.5,-113.5,546.4593648
-57.5,-112.5,546.3524134
-57.5,-111.5,549.5565805
-57.5,-110.5,549.455621
-57.5,-109.5,549.1695348
-57.5,-108.5,549.0566308
-57.5,-107.5,552.9970181
-57.5,-106.5,552.9069622
-57.5,-105.5,553.434812
-57.5,-104.5,553.356145
-57.5,-103.5,560.1038307
-57.5,-102.5,560.0228003
-57.5,-101.5,565.8421736
-57.5,-100.5,565.7919917
-57.5,-99.5,570.2485545
-57.5,-98.5,570.2088554
-57.5,-97.5,575.8262909
-57.5,-96.5,575.8095651
-57.5,-95.5,580.99727
-57.5,-94.5,580.9712715
-57.5,-93.5,587.9181614
-57.5,-92.5,587.8418867
-57.5,-91.5,590.4508539
-57.5,-90.5,590.3852884
-57.5,-89.5,590.2804957
-57.5,-88.5,590.2052014
-57.5,-87.5,587.8401169
-57.5,-86.5,587.7803805
-57.5,-85.5,589.6068076
-57.5,-84.5,589.5741857
-57.5,-83.5,586.4234453
-57.5,-82.5,586.3919825
-57.5,-81.5,583.4600164
-57.5,-80.5,583.4347135
-57.5,-79.5,588.8882226
-57.5,-78.5,588.8501044
-57.5,-77.5,587.3698957
-57.5,-76.5,587.3366497
-57.5,-75.5,581.7652004
-57.5,-74.5,581.7412149
-57.5,-73.5,576.329339
-57.5,-72.5,576.1828618
-57.5,-71.5,577.8844858
-57.5,-70.5,577.9300977
-57.5,-69.5,585.9291461
-57.5,-68.5,586.1834313
-57.5,-67.5,597.2554599
-57.5,-66.5,597.9141382
-57.5,-65.5,607.4892697
-57.5,-64.5,608.0848959
-57.5,-63.5,620.828379
-57.5,-62.5,621.5081446
-57.5,-61.5,605.4986375
-57.5,-60.5,606.3141357
-57.5,-59.5,600.2224308
-57.5,-58.5,600.8655446
-57.5,-57.5,598.3241762
-57.5,-56.5,599.150679
-57.5,-55.5,598.5269908
-57.5,-54.5,599.3249714
-57.5,-53.5,585.57233
-57.5,-52.5,585.912208
-57.5,-51.5,583.8499608
-57.5,-50.5,584.4377469
-57.5,-49.5,578.4696683
-57.5,-48.5,579.222466
-57.5,-47.5,581.888778
-57.5,-46.5,582.2285861
-57.5,-45.5,573.5725026
-57.5,-44.5,574.6240885
-57.5,-43.5,571.3446683
-57.5,-42.5,572.400417
-57.5,-41.5,569.1448715
-57.5,-40.5,570.3381827
-57.5,-39.5,568.8008605
-57.5,-38.5,569.8204454
-57.5,-37.5,577.775651
-57.5,-36.5,578.985834
-57.5,-35.5,580.0883336
-57.5,-34.5,580.9036848
-57.5,-33.5,549.554042
-57.5,-32.5,550.2141157
-57.5,-31.5,555.7107001
-57.5,-30.5,556.792163
-57.5,-29.5,583.1251165
-57.5,-28.5,583.9867403
-57.5,-27.5,597.1260557
-57.5,-26.5,597.8223998
-57.5,-25.5,590.8736796
-57.5,-24.5,590.200922
-57.5,-23.5,570.4062794
-57.5,-22.5,569.4262562
-57.5,-21.5,569.59218
-57.5,-20.5,569.8742009
-57.5,-19.5,578.9463248
-57.5,-18.5,579.0928754
-57.5,-17.5,584.366497
-57.5,-16.5,584.7122782
-57.5,-15.5,577.9041896
-57.5,-14.5,578.4676841
-57.5,-13.5,606.6848668
-57.5,-12.5,607.2735508
-57.5,-11.5,612.2331117
-57.5,-10.5,612.7845769
-57.5,-9.5,614.4882791
-57.5,-8.5,614.6205115
-57.5,-7.5,619.9766368
-57.5,-6.5,620.4673338
-57.5,-5.5,624.1906257
-57.5,-4.5,624.0817915
-57.5,-3.5,624.0181156
-57.5,-2.5,624.0808067
-57.5,-1.5,625.2292263
-57.5,-0.5,625.4552381
-57.5,0.5,629.8406373
-57.5,1.5,630.0891763
-57.5,2.5,628.4655979
-57.5,3.5,628.5184962
-57.5,4.5,629.4501083
-57.5,5.5,629.2979116
-57.5,6.5,631.9478702
-57.5,7.5,631.9317376
-57.5,8.5,631.3553229
-57.5,9.5,631.3078643
-57.5,10.5,628.6191122
-57.5,11.5,628.5298196
-57.5,12.5,629.1406523
-57.5,13.5,629.0229713
-57.5,14.5,622.9635459
-57.5,15.5,622.8449938
-57.5,16.5,617.8973441
-57.5,17.5,617.7795803
-57.5,18.5,621.7151446
-57.5,19.5,621.3581462
-57.5,20.5,618.1308085
-57.5,21.5,617.658443
-57.5,22.5,602.735682
-57.5,23.5,601.5534233
-57.5,24.5,582.1832092
-57.5,25.5,581.0041068
-57.5,26.5,560.3284769
-57.5,27.5,559.4469009
-57.5,28.5,551.3060764
-57.5,29.5,550.7574192
-57.5,30.5,546.0529161
-57.5,31.5,545.3872029
-57.5,32.5,544.7362251
-57.5,33.5,544.2626525
-57.5,34.5,552.3930856
-57.5,35.5,552.1291765
-57.5,36.5,595.3924398
-57.5,37.5,595.3381518
-57.5,38.5,599.0747704
-57.5,39.5,599.0764135
-57.5,40.5,606.4624466
-57.5,41.5,606.4863555
-57.5,42.5,608.3982175
-57.5,43.5,608.1758001
-57.5,44.5,603.4973548
-57.5,45.5,603.4497227
-57.5,46.5,594.8722236
-57.5,47.5,594.4574536
-57.5,48.5,580.9673466
-57.5,49.5,580.9311022
-57.5,50.5,576.3316856
-57.5,51.5,576.3271048
-57.5,52.5,579.1187239
-57.5,53.5,579.3016573
-57.5,54.5,585.6171308
-57.5,55.5,585.6175141
-57.5,56.5,587.4389235
-57.5,57.5,587.447996
-57.5,58.5,584.4846126
-57.5,59.5,584.4589754
-57.5,60.5,575.3760799
-57.5,61.5,575.3302994
-57.5,62.5,574.1448521
-57.5,63.5,574.1288769
-57.5,64.5,571.1024012
-57.5,65.5,571.1074864
-57.5,66.5,570.3920385
-57.5,67.5,570.6262512
-57.5,68.5,582.0293534
-57.5,69.5,582.3518979
-57.5,70.5,588.4874139
-57.5,71.5,589.0752856
-57.5,72.5,607.0071245
-57.5,73.5,608.4695087
-57.5,74.5,614.3749237
-57.5,75.5,615.2849994
-57.5,76.5,625.2824752
-57.5,77.5,625.9861233
-57.5,78.5,624.8824617
-57.5,79.5,625.1068598
-57.5,80.5,632.6712733
-57.5,81.5,632.1855765
-57.5,82.5,621.4446559
-57.5,83.5,620.2220149
-57.5,84.5,598.0121329
-57.5,85.5,596.679563
-57.5,86.5,578.3552316
-57.5,87.5,577.5870559
-57.5,88.5,579.3641349
-57.5,89.5,578.9237558
-57.5,90.5,582.408892
-57.5,91.5,582.0047304
-57.5,92.5,584.3650786
-57.5,93.5,584.1188972
-57.5,94.5,590.5558349
-57.5,95.5,590.4961924
-57.5,96.5,595.3951849
-57.5,97.5,595.2176338
-57.5,98.5,612.6269957
-57.5,99.5,612.6222533
-57.5,100.5,615.8854271
-57.5,101.5,615.6139926
-57.5,102.5,610.4614992
-57.5,103.5,609.7353566
-57.5,104.5,573.0288106
-57.5,105.5,572.2844884
-57.5,106.5,557.4160755
-57.5,107.5,556.8760962
-57.5,108.5,557.535532
-57.5,109.5,556.9863848
-57.5,110.5,559.5171126
-57.5,111.5,558.9503422
-57.5,112.5,559.0721907
-57.5,113.5,558.5014019
-57.5,114.5,562.9601842
-57.5,115.5,562.593518
-57.5,116.5,569.9453856
-57.5,117.5,569.4244812
-57.5,118.5,570.0591493
-57.5,119.5,569.5357993
-57.5,120.5,566.1843044
-57.5,121.5,566.0099329
-57.5,122.5,565.6109066
-57.5,123.5,565.2722379
-57.5,124.5,565.7078087
-57.5,125.5,565.5397343
-57.5,126.5,571.6051774
-57.5,127.5,571.4542393
-57.5,128.5,571.614029
-57.5,129.5,571.4683909
-57.5,130.5,574.8284657
-57.5,131.5,574.5305587
-57.5,132.5,575.1736315
-57.5,133.5,575.083698
-57.5,134.5,571.3163114
-57.5,135.5,571.2469079
-57.5,136.5,572.3127744
-57.5,137.5,572.3083328
-57.5,138.5,575.1593789
-57.5,139.5,575.1943623
-57.5,140.5,573.3042555
-57.5,141.5,573.4663357
-57.5,142.5,574.7227171
-57.5,143.5,575.021598
-57.5,144.5,577.7406095
-57.5,145.5,578.0960884
-57.5,146.5,580.8134976
-57.5,147.5,581.0659557
-57.5,148.5,581.4812096
-57.5,149.5,581.1168654
-57.5,150.5,554.9875616
-57.5,151.5,554.6371778
-57.5,152.5,544.8310307
-57.5,153.5,544.558902
-57.5,154.5,536.2796328
-57.5,155.5,536.1237818
-57.5,156.5,540.0277327
-57.5,157.5,540.0158372
-57.5,158.5,529.4447278
-57.5,159.5,529.2724604
-57.5,160.5,537.4844699
-57.5,161.5,537.089657
-57.5,162.5,549.4223056
-57.5,163.5,548.8002999
-57.5,164.5,524.1317331
-57.5,165.5,523.5894921
-57.5,166.5,508.8142901
-57.5,167.5,508.4445109
-57.5,168.5,513.6980015
-57.5,169.5,513.4708699
-57.5,170.5,523.5782296
-57.5,171.5,523.4820274
-57.5,172.5,534.8554148
-57.5,173.5,534.8854898
-57.5,174.5,564.5778307
-57.5,175.5,564.6202893
-57.5,176.5,590.7141493
-57.5,177.5,590.7112857
-57.5,178.5,606.0073044
-57.5,179.5,605.9959886
-56.5,-179.5,614.1057577
-56.5,-178.5,614.0906938
-56.5,-177.5,610.9463297
-56.5,-176.5,611.0555468
-56.5,-175.5,609.5950548
-56.5,-174.5,609.791986
-56.5,-173.5,612.9872931
-56.5,-172.5,613.2032404
-56.5,-171.5,611.1997674
-56.5,-170.5,611.3735249
-56.5,-169.5,608.0622909
-56.5,-168.5,608.2611449
-56.5,-167.5,594.7796161
-56.5,-166.5,594.9725784
-56.5,-165.5,591.2314677
-56.5,-164.5,591.4634259
-56.5,-163.5,597.1381745
-56.5,-162.5,597.3846228
-56.5,-161.5,603.0893209
-56.5,-160.5,603.2929962
-56.5,-159.5,602.5303618
-56.5,-158.5,602.7556621
-56.5,-157.5,594.9456892
-56.5,-156.5,595.2796388
-56.5,-155.5,593.6391125
-56.5,-154.5,594.0210004
-56.5,-153.5,601.1930395
-56.5,-152.5,601.6391689
-56.5,-151.5,606.2895813
-56.5,-150.5,606.6499174
-56.5,-149.5,602.1199432
-56.5,-148.5,602.3746094
-56.5,-147.5,591.6708729
-56.5,-146.5,591.7290382
-56.5,-145.5,586.3852475
-56.5,-144.5,586.2242735
-56.5,-143.5,580.56085
-56.5,-142.5,580.2891424
-56.5,-141.5,556.3778222
-56.5,-140.5,556.1809482
-56.5,-139.5,529.8685657
-56.5,-138.5,529.6532135
-56.5,-137.5,526.9205919
-56.5,-136.5,526.9476204
-56.5,-135.5,543.8556991
-56.5,-134.5,543.763721
-56.5,-133.5,551.451936
-56.5,-132.5,551.2214779
-56.5,-131.5,548.161472
-56.5,-130.5,547.8840327
-56.5,-129.5,542.5545303
-56.5,-128.5,542.297916
-56.5,-127.5,544.0062016
-56.5,-126.5,543.8031854
-56.5,-125.5,543.5167446
-56.5,-124.5,543.3880227
-56.5,-123.5,543.1731285
-56.5,-122.5,543.1334102
-56.5,-121.5,550.4891553
-56.5,-120.5,550.4985304
-56.5,-119.5,554.6817704
-56.5,-118.5,554.6257639
-56.5,-117.5,561.7734676
-56.5,-116.5,561.6913937
-56.5,-115.5,558.3862869
-56.5,-114.5,558.2745969
-56.5,-113.5,558.4432682
-56.5,-112.5,558.3423662
-56.5,-111.5,562.2249098
-56.5,-110.5,562.1319921
-56.5,-109.5,564.7361127
-56.5,-108.5,564.6353589
-56.5,-107.5,566.9458724
-56.5,-106.5,566.8712804
-56.5,-105.5,571.1688374
-56.5,-104.5,571.1167686
-56.5,-103.5,580.2982573
-56.5,-102.5,580.2416158
-56.5,-101.5,585.145225
-56.5,-100.5,585.0997178
-56.5,-99.5,585.3262541
-56.5,-98.5,585.2919739
-56.5,-97.5,587.3700123
-56.5,-96.5,587.3591753
-56.5,-95.5,595.2624598
-56.5,-94.5,595.2439593
-56.5,-93.5,602.7895914
-56.5,-92.5,602.7309201
-56.5,-91.5,607.7231473
-56.5,-90.5,607.6711012
-56.5,-89.5,607.9395364
-56.5,-88.5,607.8925027
-56.5,-87.5,604.4120913
-56.5,-86.5,604.3740142
-56.5,-85.5,605.5572913
-56.5,-84.5,605.5397053
-56.5,-83.5,606.0342767
-56.5,-82.5,606.0004412
-56.5,-81.5,601.9562593
-56.5,-80.5,601.9210734
-56.5,-79.5,603.1366904
-56.5,-78.5,603.0769195
-56.5,-77.5,603.7302369
-56.5,-76.5,603.6391991
-56.5,-75.5,597.6473208
-56.5,-74.5,597.5687801
-56.5,-73.5,593.1009896
-56.5,-72.5,592.8995384
-56.5,-71.5,585.5462097
-56.5,-70.5,585.6461055
-56.5,-69.5,583.1726072
-56.5,-68.5,583.2854078
-56.5,-67.5,587.7794984
-56.5,-66.5,588.0128594
-56.5,-65.5,619.1105714
-56.5,-64.5,619.5969616
-56.5,-63.5,639.1449619
-56.5,-62.5,639.6101431
-56.5,-61.5,632.5045557
-56.5,-60.5,632.9231694
-56.5,-59.5,617.3990466
-56.5,-58.5,617.8499297
-56.5,-57.5,606.1909049
-56.5,-56.5,606.680799
-56.5,-55.5,604.4329373
-56.5,-54.5,604.9028263
-56.5,-53.5,600.5195806
-56.5,-52.5,600.9150501
-56.5,-51.5,585.7448027
-56.5,-50.5,586.3873024
-56.5,-49.5,579.9802141
-56.5,-48.5,580.82445
-56.5,-47.5,583.7418617
-56.5,-46.5,584.357412
-56.5,-45.5,579.1541525
-56.5,-44.5,580.0900139
-56.5,-43.5,574.8635446
-56.5,-42.5,575.7659108
-56.5,-41.5,566.8498116
-56.5,-40.5,567.109051
-56.5,-39.5,565.6895336
-56.5,-38.5,566.6659026
-56.5,-37.5,571.3994583
-56.5,-36.5,572.02129
-56.5,-35.5,517.1816537
-56.5,-34.5,517.6000946
-56.5,-33.5,520.5598646
-56.5,-32.5,521.2283141
-56.5,-31.5,543.0031025
-56.5,-30.5,544.392961
-56.5,-29.5,561.3643975
-56.5,-28.5,562.1762416
-56.5,-27.5,572.6928889
-56.5,-26.5,572.972162
-56.5,-25.5,571.9867159
-56.5,-24.5,571.3277219
-56.5,-23.5,537.3273974
-56.5,-22.5,536.7815323
-56.5,-21.5,543.0718664
-56.5,-20.5,543.0924576
-56.5,-19.5,539.482277
-56.5,-18.5,539.5360554
-56.5,-17.5,547.99333
-56.5,-16.5,548.2725849
-56.5,-15.5,557.5149003
-56.5,-14.5,558.0335623
-56.5,-13.5,568.4845808
-56.5,-12.5,569.0327749
-56.5,-11.5,574.5009736
-56.5,-10.5,574.8936071
-56.5,-9.5,584.8375472
-56.5,-8.5,585.2293661
-56.5,-7.5,596.0851088
-56.5,-6.5,596.6844899
-56.5,-5.5,600.3490887
-56.5,-4.5,600.8747574
-56.5,-3.5,602.2827843
-56.5,-2.5,602.9537729
-56.5,-1.5,605.2789455
-56.5,-0.5,605.3620321
-56.5,0.5,609.2785124
-56.5,1.5,609.5245374
-56.5,2.5,607.7108899
-56.5,3.5,607.5997269
-56.5,4.5,607.5116658
-56.5,5.5,607.5832967
-56.5,6.5,623.7577633
-56.5,7.5,623.5893074
-56.5,8.5,626.4631622
-56.5,9.5,626.4175017
-56.5,10.5,624.1411993
-56.5,11.5,624.0249139
-56.5,12.5,621.6958655
-56.5,13.5,621.5484048
-56.5,14.5,615.8246669
-56.5,15.5,615.5031281
-56.5,16.5,613.3391446
-56.5,17.5,613.2142168
-56.5,18.5,605.9660961
-56.5,19.5,605.8426535
-56.5,20.5,605.1243355
-56.5,21.5,604.3621006
-56.5,22.5,599.8904489
-56.5,23.5,598.1683139
-56.5,24.5,574.3586217
-56.5,25.5,572.8557698
-56.5,26.5,540.8467825
-56.5,27.5,539.8071271
-56.5,28.5,531.3113812
-56.5,29.5,530.5581141
-56.5,30.5,531.9746882
-56.5,31.5,531.2962971
-56.5,32.5,536.2312116
-56.5,33.5,535.7440857
-56.5,34.5,536.8588469
-56.5,35.5,536.5752093
-56.5,36.5,544.2982452
-56.5,37.5,544.253899
-56.5,38.5,589.2092049
-56.5,39.5,589.2416271
-56.5,40.5,601.1188953
-56.5,41.5,601.17771
-56.5,42.5,603.992297
-56.5,43.5,604.0015496
-56.5,44.5,597.3721787
-56.5,45.5,597.3307536
-56.5,46.5,583.4313108
-56.5,47.5,583.1775906
-56.5,48.5,570.2560023
-56.5,49.5,570.3706604
-56.5,50.5,567.894175
-56.5,51.5,567.8472272
-56.5,52.5,571.6004273
-56.5,53.5,571.5475486
-56.5,54.5,573.8450388
-56.5,55.5,573.4377285
-56.5,56.5,573.4913149
-56.5,57.5,573.4597787
-56.5,58.5,565.6978044
-56.5,59.5,565.8472998
-56.5,60.5,571.5250718
-56.5,61.5,571.498874
-56.5,62.5,569.3720166
-56.5,63.5,569.353852
-56.5,64.5,574.6868295
-56.5,65.5,574.6890676
-56.5,66.5,581.7802202
-56.5,67.5,581.8260654
-56.5,68.5,581.9820403
-56.5,69.5,582.4418729
-56.5,70.5,587.4135333
-56.5,71.5,587.7335338
-56.5,72.5,597.6057393
-56.5,73.5,598.3718532
-56.5,74.5,617.4704268
-56.5,75.5,618.508044
-56.5,76.5,631.3175588
-56.5,77.5,632.0999738
-56.5,78.5,628.6842779
-56.5,79.5,628.9679573
-56.5,80.5,623.8638572
-56.5,81.5,623.7362513
-56.5,82.5,597.1413923
-56.5,83.5,595.4953006
-56.5,84.5,574.7374868
-56.5,85.5,573.9328801
-56.5,86.5,575.6674837
-56.5,87.5,575.1686705
-56.5,88.5,575.542817
-56.5,89.5,575.2994924
-56.5,90.5,587.8821311
-56.5,91.5,587.6475938
-56.5,92.5,598.0465803
-56.5,93.5,597.7858747
-56.5,94.5,602.6629796
-56.5,95.5,602.4281121
-56.5,96.5,596.0962366
-56.5,97.5,595.9285519
-56.5,98.5,594.4792773
-56.5,99.5,594.3198521
-56.5,100.5,630.0496249
-56.5,101.5,629.9991329
-56.5,102.5,633.4196513
-56.5,103.5,632.9023952
-56.5,104.5,584.7657008
-56.5,105.5,584.2083668
-56.5,106.5,571.9117404
-56.5,107.5,571.5516441
-56.5,108.5,573.846502
-56.5,109.5,573.656044
-56.5,110.5,575.5273738
-56.5,111.5,575.2902894
-56.5,112.5,574.7416804
-56.5,113.5,574.1404667
-56.5,114.5,570.9402583
-56.5,115.5,570.5486864
-56.5,116.5,580.3048679
-56.5,117.5,580.1184262
-56.5,118.5,585.3347333
-56.5,119.5,585.1595257
-56.5,120.5,583.742818
-56.5,121.5,583.5471261
-56.5,122.5,584.241325
-56.5,123.5,584.0618772
-56.5,124.5,583.2542886
-56.5,125.5,583.0649179
-56.5,126.5,586.5660331
-56.5,127.5,586.3880739
-56.5,128.5,590.3908445
-56.5,129.5,590.2128092
-56.5,130.5,590.7918582
-56.5,131.5,590.6508583
-56.5,132.5,588.5176245
-56.5,133.5,588.4086615
-56.5,134.5,586.7503563
-56.5,135.5,586.6943372
-56.5,136.5,589.0838903
-56.5,137.5,589.1198051
-56.5,138.5,589.9386232
-56.5,139.5,590.0657477
-56.5,140.5,591.4705767
-56.5,141.5,591.7032674
-56.5,142.5,597.0209216
-56.5,143.5,597.2940637
-56.5,144.5,601.9080621
-56.5,145.5,601.9816647
-56.5,146.5,604.3177304
-56.5,147.5,604.2116997
-56.5,148.5,597.1028439
-56.5,149.5,596.7891137
-56.5,150.5,558.1757708
-56.5,151.5,557.7567858
-56.5,152.5,557.1971115
-56.5,153.5,556.9068834
-56.5,154.5,555.9528264
-56.5,155.5,555.8362175
-56.5,156.5,550.7436504
-56.5,157.5,550.7811334
-56.5,158.5,557.0826818
-56.5,159.5,556.9210835
-56.5,160.5,572.8123278
-56.5,161.5,572.3793488
-56.5,162.5,571.6242234
-56.5,163.5,570.9358913
-56.5,164.5,546.3251318
-56.5,165.5,545.7867623
-56.5,166.5,522.9434973
-56.5,167.5,522.6573034
-56.5,168.5,539.8167334
-56.5,169.5,539.6665947
-56.5,170.5,557.4955404
-56.5,171.5,557.4535947
-56.5,172.5,556.2906
-56.5,173.5,556.3323231
-56.5,174.5,560.0207357
-56.5,175.5,560.0156141
-56.5,176.5,593.4505101
-56.5,177.5,593.3901293
-56.5,178.5,611.2813338
-56.5,179.5,611.1948251
-55.5,-179.5,615.3650467
-55.5,-178.5,615.285853
-55.5,-177.5,620.3872656
-55.5,-176.5,620.4458718
-55.5,-175.5,621.7269
-55.5,-174.5,621.9087035
-55.5,-173.5,620.428484
-55.5,-172.5,620.659689
-55.5,-171.5,629.4832993
-55.5,-170.5,629.6755579
-55.5,-169.5,634.7492347
-55.5,-168.5,634.9731189
-55.5,-167.5,622.064927
