緯度,経度,SUM(kWh/kWp)
-61.5,179.5,526.4904506
-60.5,-179.5,543.3520115
-60.5,-178.5,543.4390317
-60.5,-177.5,551.3042205
-60.5,-176.5,551.3904632
-60.5,-175.5,539.0999112
-60.5,-174.5,539.1891938
-60.5,-173.5,536.5038838
-60.5,-172.5,536.8081056
-60.5,-171.5,529.8012783
-60.5,-170.5,530.1693908
-60.5,-169.5,529.3874073
-60.5,-168.5,529.5929212
-60.5,-167.5,524.649142
-60.5,-166.5,525.2169103
-60.5,-165.5,524.588314
-60.5,-164.5,524.8082894
-60.5,-163.5,534.6182538
-60.5,-162.5,535.0241965
-60.5,-161.5,528.0247918
-60.5,-160.5,528.6306632
-60.5,-159.5,532.1142417
-60.5,-158.5,532.7448383
-60.5,-157.5,536.3088803
-60.5,-156.5,537.1642128
-60.5,-155.5,546.1223198
-60.5,-154.5,547.3719494
-60.5,-153.5,559.1838019
-60.5,-152.5,560.44392
-60.5,-151.5,562.6493555
-60.5,-150.5,563.3123146
-60.5,-149.5,565.1778046
-60.5,-148.5,565.894023
-60.5,-147.5,565.4391955
-60.5,-146.5,565.6626219
-60.5,-145.5,561.2581083
-60.5,-144.5,561.4342627
-60.5,-143.5,559.261182
-60.5,-142.5,559.1984766
-60.5,-141.5,553.0222851
-60.5,-140.5,552.8891675
-60.5,-139.5,546.3375862
-60.5,-138.5,546.0080717
-60.5,-137.5,538.764917
-60.5,-136.5,538.0042113
-60.5,-135.5,521.9593017
-60.5,-134.5,521.5237784
-60.5,-133.5,507.3147223
-60.5,-132.5,506.5304298
-60.5,-131.5,500.851935
-60.5,-130.5,499.8884488
-60.5,-129.5,500.2519582
-60.5,-128.5,499.2918246
-60.5,-127.5,494.9740042
-60.5,-126.5,494.5441351
-60.5,-125.5,483.5805031
-60.5,-124.5,483.0060957
-60.5,-123.5,481.4474872
-60.5,-122.5,480.5687026
-60.5,-121.5,481.2835275
-60.5,-120.5,481.1621366
-60.5,-119.5,488.7856156
-60.5,-118.5,488.109653
-60.5,-117.5,495.4351158
-60.5,-116.5,495.2795238
-60.5,-115.5,497.6323381
-60.5,-114.5,497.4902473
-60.5,-113.5,500.3362077
-60.5,-112.5,500.2422049
-60.5,-111.5,497.6956073
-60.5,-110.5,497.4414031
-60.5,-109.5,531.1054358
-60.5,-108.5,530.6740028
-60.5,-107.5,544.478447
-60.5,-106.5,544.3868541
-60.5,-105.5,549.8762921
-60.5,-104.5,549.7630106
-60.5,-103.5,549.2084862
-60.5,-102.5,549.0974903
-60.5,-101.5,542.2719063
-60.5,-100.5,542.1731385
-60.5,-99.5,521.4478159
-60.5,-98.5,521.3774959
-60.5,-97.5,529.3302047
-60.5,-96.5,529.303212
-60.5,-95.5,527.0926792
-60.5,-94.5,527.0844015
-60.5,-93.5,528.9331885
-60.5,-92.5,528.8956355
-60.5,-91.5,533.1273894
-60.5,-90.5,533.0476134
-60.5,-89.5,534.4367177
-60.5,-88.5,534.3241091
-60.5,-87.5,533.7973367
-60.5,-86.5,533.6953258
-60.5,-85.5,533.2303405
-60.5,-84.5,533.1458096
-60.5,-83.5,533.215586
-60.5,-82.5,533.1548694
-60.5,-81.5,534.4362521
-60.5,-80.5,534.3808932
-60.5,-79.5,536.3654675
-60.5,-78.5,536.3473141
-60.5,-77.5,538.78215
-60.5,-76.5,538.9119581
-60.5,-75.5,539.7383853
-60.5,-74.5,539.9285454
-60.5,-73.5,545.4595413
-60.5,-72.5,545.8807395
-60.5,-71.5,558.9330662
-60.5,-70.5,559.4655882
-60.5,-69.5,572.6233568
-60.5,-68.5,573.3242971
-60.5,-67.5,573.6067533
-60.5,-66.5,574.9416794
-60.5,-65.5,587.0631277
-60.5,-64.5,588.0129217
-60.5,-63.5,591.2992142
-60.5,-62.5,592.3681502
-60.5,-61.5,581.3284381
-60.5,-60.5,582.0317372
-60.5,-59.5,575.7194938
-60.5,-58.5,576.406332
-60.5,-57.5,575.6575794
-60.5,-56.5,576.7705055
-60.5,-55.5,587.0526971
-60.5,-54.5,589.1969834
-60.5,-53.5,602.7045959
-60.5,-52.5,604.4948843
-60.5,-51.5,632.7894827
-60.5,-50.5,634.3992954
-60.5,-49.5,629.3968723
-60.5,-48.5,630.0951922
-60.5,-47.5,607.8262136
-60.5,-46.5,608.5763436
-60.5,-45.5,597.7703639
-60.5,-44.5,598.7525029
-60.5,-43.5,587.0436722
-60.5,-42.5,587.887425
-60.5,-41.5,565.9441995
-60.5,-40.5,566.9297286
-60.5,-39.5,561.5852588
-60.5,-38.5,562.2872624
-60.5,-37.5,560.3132766
-60.5,-36.5,560.6233964
-60.5,-35.5,561.1749929
-60.5,-34.5,561.3145282
-60.5,-33.5,556.454773
-60.5,-32.5,556.7526351
-60.5,-31.5,556.2584421
-60.5,-30.5,556.7321234
-60.5,-29.5,549.465971
-60.5,-28.5,549.3425251
-60.5,-27.5,548.2034477
-60.5,-26.5,548.3949626
-60.5,-25.5,611.9467848
-60.5,-24.5,611.9495115
-60.5,-23.5,607.930503
-60.5,-22.5,607.8037081
-60.5,-21.5,614.7837783
-60.5,-20.5,615.0496074
-60.5,-19.5,621.3396502
-60.5,-18.5,621.6380111
-60.5,-17.5,628.7344326
-60.5,-16.5,629.0241429
-60.5,-15.5,628.162194
-60.5,-14.5,628.4198402
-60.5,-13.5,624.3371616
-60.5,-12.5,624.3713565
-60.5,-11.5,625.9748587
-60.5,-10.5,626.0259785
-60.5,-9.5,626.2029259
-60.5,-8.5,626.053395
-60.5,-7.5,622.5852188
-60.5,-6.5,622.6209211
-60.5,-5.5,620.929971
-60.5,-4.5,620.5824486
-60.5,-3.5,628.9856804
-60.5,-2.5,628.809178
-60.5,-1.5,629.7897359
-60.5,-0.5,629.795255
-60.5,0.5,626.7778293
-60.5,1.5,626.776424
-60.5,2.5,625.2657335
-60.5,3.5,625.2646498
-60.5,4.5,623.0528562
-60.5,5.5,623.2251389
-60.5,6.5,621.8538721
-60.5,7.5,621.837601
-60.5,8.5,624.2227502
-60.5,9.5,624.208251
-60.5,10.5,623.9497348
-60.5,11.5,623.9364441
-60.5,12.5,623.3028135
-60.5,13.5,623.0835725
-60.5,14.5,624.4452612
-60.5,15.5,624.2268235
-60.5,16.5,624.2714082
-60.5,17.5,624.2121674
-60.5,18.5,623.0189721
-60.5,19.5,622.9383252
-60.5,20.5,623.7664786
-60.5,21.5,623.6666023
-60.5,22.5,624.5191744
-60.5,23.5,624.2029013
-60.5,24.5,627.6169563
-60.5,25.5,627.45895
-60.5,26.5,603.1757755
-60.5,27.5,602.6453053
-60.5,28.5,608.2696176
-60.5,29.5,608.3891863
-60.5,30.5,613.5838594
-60.5,31.5,613.5025163
-60.5,32.5,617.4648066
-60.5,33.5,616.7503762
-60.5,34.5,617.2528937
-60.5,35.5,616.9586537
-60.5,36.5,624.008654
-60.5,37.5,623.9407313
-60.5,38.5,622.4923522
-60.5,39.5,622.4675642
-60.5,40.5,619.6516666
-60.5,41.5,619.6207173
-60.5,42.5,620.7544937
-60.5,43.5,620.9318315
-60.5,44.5,611.4867446
-60.5,45.5,611.4929495
-60.5,46.5,601.4872174
-60.5,47.5,601.720465
-60.5,48.5,593.4214366
-60.5,49.5,593.6883111
-60.5,50.5,589.5284934
-60.5,51.5,589.846796
-60.5,52.5,590.1321868
-60.5,53.5,590.263505
-60.5,54.5,592.7518972
-60.5,55.5,593.065616
-60.5,56.5,592.5372676
-60.5,57.5,592.7929931
-60.5,58.5,594.8708159
-60.5,59.5,594.9510134
-60.5,60.5,595.3834781
-60.5,61.5,595.2711251
-60.5,62.5,593.481049
-60.5,63.5,593.6884338
-60.5,64.5,594.2713044
-60.5,65.5,594.3164571
-60.5,66.5,601.4402321
-60.5,67.5,601.6218925
-60.5,68.5,602.3407916
-60.5,69.5,602.5240236
-60.5,70.5,601.5305963
-60.5,71.5,601.6673239
-60.5,72.5,608.6824206
-60.5,73.5,608.5794466
-60.5,74.5,612.6414954
-60.5,75.5,612.4669898
-60.5,76.5,610.0409712
-60.5,77.5,609.6243475
-60.5,78.5,610.4099806
-60.5,79.5,610.1355074
-60.5,80.5,612.8204772
-60.5,81.5,612.2956024
-60.5,82.5,609.798973
-60.5,83.5,609.2525425
-60.5,84.5,616.2818614
-60.5,85.5,615.8168521
-60.5,86.5,605.657864
-60.5,87.5,604.8624888
-60.5,88.5,600.6844893
-60.5,89.5,600.1854672
-60.5,90.5,594.2368215
-60.5,91.5,594.3718144
-60.5,92.5,594.9866198
-60.5,93.5,594.9436693
-60.5,94.5,589.7804639
-60.5,95.5,589.1262793
-60.5,96.5,591.9028152
-60.5,97.5,591.5611492
-60.5,98.5,590.7456646
-60.5,99.5,589.9594706
-60.5,100.5,590.0435436
-60.5,101.5,589.5594837
-60.5,102.5,582.3334901
-60.5,103.5,581.7311961
-60.5,104.5,580.1180605
-60.5,105.5,579.5635187
-60.5,106.5,580.1906753
-60.5,107.5,579.6479624
-60.5,108.5,587.5142821
-60.5,109.5,586.723531
-60.5,110.5,593.8305078
-60.5,111.5,593.1582265
-60.5,112.5,593.0056488
-60.5,113.5,592.0845525
-60.5,114.5,566.1838803
-60.5,115.5,564.6308546
-60.5,116.5,560.0227218
-60.5,117.5,559.4821646
-60.5,118.5,558.9337222
-60.5,119.5,558.0712666
-60.5,120.5,552.112741
-60.5,121.5,551.5647291
-60.5,122.5,544.8770902
-60.5,123.5,543.9369581
-60.5,124.5,539.0327869
-60.5,125.5,538.2853588
-60.5,126.5,530.3002112
-60.5,127.5,529.7591382
-60.5,128.5,525.2410812
-60.5,129.5,524.9530545
-60.5,130.5,525.8156416
-60.5,131.5,525.5855026
-60.5,132.5,525.1298724
-60.5,133.5,525.1301062
-60.5,134.5,526.0862274
-60.5,135.5,526.3035727
-60.5,136.5,532.0777965
-60.5,137.5,532.1028648
-60.5,138.5,533.8833059
-60.5,139.5,533.6783324
-60.5,140.5,530.2443624
-60.5,141.5,530.2489639
-60.5,142.5,526.0733466
-60.5,143.5,526.3169686
-60.5,144.5,523.1370453
-60.5,145.5,523.6268889
-60.5,146.5,525.8820512
-60.5,147.5,526.0711604
-60.5,148.5,530.329599
-60.5,149.5,530.7983119
-60.5,150.5,537.4843809
-60.5,151.5,537.5116764
-60.5,152.5,532.3668063
-60.5,153.5,531.8828628
-60.5,154.5,521.7022948
-60.5,155.5,521.1742251
-60.5,156.5,508.0144748
-60.5,157.5,507.5492565
-60.5,158.5,512.4398742
-60.5,159.5,512.0776137
-60.5,160.5,515.5845934
-60.5,161.5,514.9735072
-60.5,162.5,497.1344036
-60.5,163.5,496.6270595
-60.5,164.5,499.2978923
-60.5,165.5,498.7701481
-60.5,166.5,527.4636239
-60.5,167.5,526.7338246
-60.5,168.5,526.1136292
-60.5,169.5,525.7752775
-60.5,170.5,516.1718201
-60.5,171.5,515.9312539
-60.5,172.5,518.1855915
-60.5,173.5,517.9245662
-60.5,174.5,525.1056888
-60.5,175.5,525.1232408
-60.5,176.5,536.420407
-60.5,177.5,536.4469838
-60.5,178.5,539.3786413
-60.5,179.5,539.4439349
-59.5,-179.5,555.0889336
-59.5,-178.5,555.1730596
-59.5,-177.5,566.1707236
-59.5,-176.5,566.2450804
-59.5,-175.5,559.5029457
-59.5,-174.5,559.6129503
-59.5,-173.5,550.1682566
-59.5,-172.5,550.2869502
-59.5,-171.5,540.3592785
-59.5,-170.5,540.5233523
-59.5,-169.5,549.4834371
-59.5,-168.5,549.6845017
-59.5,-167.5,532.5841057
-59.5,-166.5,532.9765815
-59.5,-165.5,535.7053944
-59.5,-164.5,536.1426588
-59.5,-163.5,535.852571
-59.5,-162.5,536.2885366
-59.5,-161.5,538.6750258
-59.5,-160.5,539.1540489
-59.5,-159.5,537.5197234
-59.5,-158.5,538.1809828
-59.5,-157.5,540.7371805
-59.5,-156.5,541.0912386
-59.5,-155.5,548.4475794
-59.5,-154.5,549.5419227
-59.5,-153.5,558.7691611
-59.5,-152.5,559.8506747
-59.5,-151.5,561.9225039
-59.5,-150.5,562.9610152
-59.5,-149.5,567.2375997
-59.5,-148.5,568.0066109
-59.5,-147.5,568.2961969
-59.5,-146.5,568.5517237
-59.5,-145.5,562.3389765
-59.5,-144.5,562.2974708
-59.5,-143.5,549.4163504
-59.5,-142.5,549.1168801
-59.5,-141.5,540.3594806
-59.5,-140.5,539.6075064
-59.5,-139.5,532.4152164
-59.5,-138.5,531.8860576
-59.5,-137.5,523.2376877
-59.5,-136.5,522.4928318
-59.5,-135.5,515.046487
-59.5,-134.5,514.4731745
-59.5,-133.5,509.5615613
-59.5,-132.5,508.9899415
-59.5,-131.5,504.725391
-59.5,-130.5,503.9541859
-59.5,-129.5,500.2738954
-59.5,-128.5,499.8751771
-59.5,-127.5,495.0201834
-59.5,-126.5,494.4337574
-59.5,-125.5,488.6376409
-59.5,-124.5,488.430725
-59.5,-123.5,490.6576267
-59.5,-122.5,490.5004935
-59.5,-121.5,496.9195692
-59.5,-120.5,496.6260074
-59.5,-119.5,503.5229112
-59.5,-118.5,503.0280825
-59.5,-117.5,508.0695139
-59.5,-116.5,507.938396
-59.5,-115.5,513.7095744
-59.5,-114.5,513.5813556
-59.5,-113.5,514.492357
-59.5,-112.5,514.4010812
-59.5,-111.5,518.2200739
-59.5,-110.5,518.1301602
-59.5,-109.5,522.9734397
-59.5,-108.5,522.8744405
-59.5,-107.5,531.1388049
-59.5,-106.5,531.0356023
-59.5,-105.5,535.0145119
-59.5,-104.5,534.9047812
-59.5,-103.5,532.1561801
-59.5,-102.5,532.0401723
-59.5,-101.5,535.5376262
-59.5,-100.5,535.4545226
-59.5,-99.5,538.3499049
-59.5,-98.5,538.2871564
-59.5,-97.5,539.9340372
-59.5,-96.5,539.9139614
-59.5,-95.5,543.7719573
-59.5,-94.5,543.7631321
-59.5,-93.5,551.6069723
-59.5,-92.5,551.5490156
-59.5,-91.5,556.0089661
-59.5,-90.5,555.9243041
-59.5,-89.5,553.3425315
-59.5,-88.5,553.236236
-59.5,-87.5,552.7462797
-59.5,-86.5,552.6504197
-59.5,-85.5,547.2699448
-59.5,-84.5,547.1919906
-59.5,-83.5,545.3424565
-59.5,-82.5,545.2882085
-59.5,-81.5,551.3936688
-59.5,-80.5,551.3439536
-59.5,-79.5,550.849955
-59.5,-78.5,550.821232
-59.5,-77.5,557.4635731
-59.5,-76.5,557.5360285
-59.5,-75.5,558.0359793
-59.5,-74.5,558.1675197
-59.5,-73.5,551.8060716
-59.5,-72.5,551.9536351
-59.5,-71.5,557.911515
-59.5,-70.5,558.1843121
-59.5,-69.5,566.4676573
-59.5,-68.5,566.922138
-59.5,-67.5,574.88118
-59.5,-66.5,575.6659241
-59.5,-65.5,587.7890298
-59.5,-64.5,588.771784
-59.5,-63.5,597.3201114
-59.5,-62.5,598.0213081
-59.5,-61.5,593.2286089
-59.5,-60.5,594.0118215
-59.5,-59.5,589.8965826
-59.5,-58.5,590.6360252
-59.5,-57.5,587.3836673
-59.5,-56.5,588.1320543
-59.5,-55.5,575.7477695
-59.5,-54.5,576.883388
-59.5,-53.5,580.7303324
-59.5,-52.5,581.4866573
-59.5,-51.5,580.8689874
-59.5,-50.5,582.3848837
-59.5,-49.5,581.3515683
-59.5,-48.5,582.25396
-59.5,-47.5,577.1192864
-59.5,-46.5,577.7190744
-59.5,-45.5,577.1119611
-59.5,-44.5,578.322064
-59.5,-43.5,586.7953826
-59.5,-42.5,588.067219
-59.5,-41.5,576.6391381
-59.5,-40.5,577.5353768
-59.5,-39.5,575.548397
-59.5,-38.5,576.3463901
-59.5,-37.5,578.0131898
-59.5,-36.5,578.7780425
-59.5,-35.5,573.7351755
-59.5,-34.5,574.5156545
-59.5,-33.5,566.8641335
-59.5,-32.5,567.4184275
-59.5,-31.5,568.2089832
-59.5,-30.5,568.9166403
-59.5,-29.5,564.6360719
-59.5,-28.5,565.0948836
-59.5,-27.5,597.8970765
-59.5,-26.5,597.9033514
-59.5,-25.5,597.3506278
-59.5,-24.5,597.0621243
-59.5,-23.5,596.1827375
-59.5,-22.5,596.1905004
-59.5,-21.5,607.7663262
-59.5,-20.5,608.4593951
-59.5,-19.5,611.0750024
-59.5,-18.5,611.4133722
-59.5,-17.5,615.5290008
-59.5,-16.5,615.8447041
-59.5,-15.5,623.1635265
-59.5,-14.5,623.6486952
-59.5,-13.5,630.2179037
-59.5,-12.5,630.2907975
-59.5,-11.5,627.2951085
-59.5,-10.5,627.3535524
-59.5,-9.5,625.835881
-59.5,-8.5,626.2402599
-59.5,-7.5,627.5706225
-59.5,-6.5,627.792455
-59.5,-5.5,625.3159755
-59.5,-4.5,625.332035
-59.5,-3.5,628.035289
-59.5,-2.5,628.2405271
-59.5,-1.5,626.454425
-59.5,-0.5,626.4657578
-59.5,0.5,628.4792147
-59.5,1.5,628.4824069
-59.5,2.5,624.5967748
-59.5,3.5,624.4278639
-59.5,4.5,624.5631825
-59.5,5.5,624.7525309
-59.5,6.5,624.7953043
-59.5,7.5,624.7862696
-59.5,8.5,628.9837999
-59.5,9.5,628.9430565
-59.5,10.5,625.6985316
-59.5,11.5,625.4792193
-59.5,12.5,620.0183432
-59.5,13.5,619.9678666
-59.5,14.5,622.088458
-59.5,15.5,622.0349029
-59.5,16.5,624.2060884
-59.5,17.5,623.9502821
-59.5,18.5,625.3842161
-59.5,19.5,625.243944
-59.5,20.5,624.2013767
-59.5,21.5,623.8242229
-59.5,22.5,620.56281
-59.5,23.5,619.7328363
-59.5,24.5,617.200277
-59.5,25.5,616.5402851
-59.5,26.5,600.5213981
-59.5,27.5,600.0760662
-59.5,28.5,602.0800591
-59.5,29.5,602.008746
-59.5,30.5,627.3057864
-59.5,31.5,627.053749
-59.5,32.5,623.0002167
-59.5,33.5,622.2562949
-59.5,34.5,616.5568077
-59.5,35.5,616.2334912
-59.5,36.5,616.1680562
-59.5,37.5,615.5285173
-59.5,38.5,622.5040029
-59.5,39.5,622.641295
-59.5,40.5,616.0995411
-59.5,41.5,616.0597144
-59.5,42.5,618.3574858
-59.5,43.5,618.3263707
-59.5,44.5,615.83283
-59.5,45.5,615.8247772
-59.5,46.5,598.8374742
-59.5,47.5,599.2163336
-59.5,48.5,593.3909018
-59.5,49.5,593.4487693
-59.5,50.5,592.9692897
-59.5,51.5,593.4436697
-59.5,52.5,595.6906948
-59.5,53.5,595.9585776
-59.5,54.5,597.0879152
-59.5,55.5,597.2073282
-59.5,56.5,592.7273022
-59.5,57.5,592.7869884
-59.5,58.5,593.86839
-59.5,59.5,593.8777612
-59.5,60.5,590.5638276
-59.5,61.5,590.5668356
-59.5,62.5,588.2122319
-59.5,63.5,588.0266419
-59.5,64.5,588.6610802
-59.5,65.5,588.4830155
-59.5,66.5,594.4023336
-59.5,67.5,594.7122583
-59.5,68.5,602.6138936
-59.5,69.5,603.4498778
-59.5,70.5,614.5339132
-59.5,71.5,615.2358917
-59.5,72.5,617.5197494
-59.5,73.5,618.0107842
-59.5,74.5,619.5599664
-59.5,75.5,619.50119
-59.5,76.5,614.4969254
-59.5,77.5,614.309885
-59.5,78.5,614.1986127
-59.5,79.5,613.7475422
-59.5,80.5,616.4357712
-59.5,81.5,616.1080286
-59.5,82.5,617.7869823
-59.5,83.5,616.8768045
-59.5,84.5,613.9817001
-59.5,85.5,612.8054227
-59.5,86.5,604.1638808
-59.5,87.5,603.2378945
-59.5,88.5,580.4379936
-59.5,89.5,579.9676975
-59.5,90.5,582.0012837
-59.5,91.5,581.7922636
-59.5,92.5,584.9431114
-59.5,93.5,584.7183253
-59.5,94.5,594.1855399
-59.5,95.5,594.1244725
-59.5,96.5,595.8534969
-59.5,97.5,595.8242154
-59.5,98.5,594.7535551
-59.5,99.5,594.2229121
-59.5,100.5,594.211474
-59.5,101.5,593.2398992
-59.5,102.5,587.2697945
-59.5,103.5,586.4211062
-59.5,104.5,576.36094
-59.5,105.5,575.9888896
-59.5,106.5,578.9924083
-59.5,107.5,577.9082799
-59.5,108.5,568.5364611
-59.5,109.5,567.7655989
-59.5,110.5,560.9476606
-59.5,111.5,560.002721
-59.5,112.5,552.4395984
-59.5,113.5,551.6689329
-59.5,114.5,547.3157852
-59.5,115.5,546.7652659
-59.5,116.5,543.594976
-59.5,117.5,542.9037267
-59.5,118.5,546.7245232
-59.5,119.5,546.4059956
-59.5,120.5,546.4510487
-59.5,121.5,545.9250364
-59.5,122.5,543.5347128
-59.5,123.5,542.8249423
-59.5,124.5,541.0890328
-59.5,125.5,540.9261552
-59.5,126.5,535.65652
-59.5,127.5,535.3138848
-59.5,128.5,533.7098805
-59.5,129.5,533.2229501
-59.5,130.5,531.896909
-59.5,131.5,531.6314643
-59.5,132.5,533.8833244
-59.5,133.5,533.8453813
-59.5,134.5,535.080041
-59.5,135.5,534.8882372
-59.5,136.5,538.0179791
-59.5,137.5,538.0146084
-59.5,138.5,539.7216087
-59.5,139.5,539.6808927
-59.5,140.5,535.2272315
-59.5,141.5,535.2571061
-59.5,142.5,530.4429582
-59.5,143.5,530.9454078
-59.5,144.5,527.4359641
-59.5,145.5,527.7860983
-59.5,146.5,529.0205241
-59.5,147.5,529.7728432
-59.5,148.5,536.533329
-59.5,149.5,536.5786716
-59.5,150.5,538.5912556
-59.5,151.5,538.4977962
-59.5,152.5,530.3267338
-59.5,153.5,530.1492179
-59.5,154.5,513.1665726
-59.5,155.5,512.6273784
-59.5,156.5,505.7643489
-59.5,157.5,505.6558475
-59.5,158.5,501.904403
-59.5,159.5,501.5166767
-59.5,160.5,504.215062
-59.5,161.5,503.7401257
-59.5,162.5,489.6811278
-59.5,163.5,489.3013587
-59.5,164.5,482.0091325
-59.5,165.5,481.6065613
-59.5,166.5,485.9480993
-59.5,167.5,485.5562262
-59.5,168.5,496.0936614
-59.5,169.5,495.7740907
-59.5,170.5,510.6327962
-59.5,171.5,510.4229746
-59.5,172.5,531.2102237
-59.5,173.5,531.1806375
-59.5,174.5,544.5975409
-59.5,175.5,544.6770981
-59.5,176.5,561.628253
-59.5,177.5,561.7022522
-59.5,178.5,556.3137103
-59.5,179.5,556.3879491
-58.5,-179.5,579.3517934
-58.5,-178.5,579.4223178
-58.5,-177.5,578.1646385
-58.5,-176.5,578.2535806
-58.5,-175.5,572.5277542
-58.5,-174.5,572.6694382
-58.5,-173.5,574.6092597
-58.5,-172.5,574.7466485
-58.5,-171.5,573.5347591
-58.5,-170.5,573.6920561
-58.5,-169.5,577.8920893
-58.5,-168.5,578.0849284
-58.5,-167.5,553.6766961
-58.5,-166.5,553.8864502
-58.5,-165.5,557.3241779
-58.5,-164.5,557.6034976
-58.5,-163.5,554.2307062
-58.5,-162.5,554.5068423
-58.5,-161.5,557.1122846
-58.5,-160.5,557.593046
-58.5,-159.5,555.7121094
-58.5,-158.5,556.0193178
-58.5,-157.5,563.5094969
-58.5,-156.5,563.703932
-58.5,-155.5,568.1173699
-58.5,-154.5,568.6990887
-58.5,-153.5,568.821805
-58.5,-152.5,569.4105458
-58.5,-151.5,576.1474456
-58.5,-150.5,576.6677419
-58.5,-149.5,576.5297838
-58.5,-148.5,577.3373485
-58.5,-147.5,584.8234948
-58.5,-146.5,585.2725877
-58.5,-145.5,571.174818
-58.5,-144.5,571.0830237
-58.5,-143.5,557.563213
-58.5,-142.5,557.1768664
-58.5,-141.5,545.6100806
-58.5,-140.5,544.9933367
-58.5,-139.5,535.8646652
-58.5,-138.5,535.3597645
-58.5,-137.5,531.4543072
-58.5,-136.5,531.3019264
-58.5,-135.5,521.2760755
-58.5,-134.5,521.0913187
-58.5,-133.5,513.4938509
-58.5,-132.5,513.2785279
-58.5,-131.5,506.4755321
-58.5,-130.5,505.867674
-58.5,-129.5,501.3335259
-58.5,-128.5,500.9391417
-58.5,-127.5,503.3596239
-58.5,-126.5,503.1377132
-58.5,-125.5,504.9395718
-58.5,-124.5,504.7478998
-58.5,-123.5,510.5694938
-58.5,-122.5,510.2573703
-58.5,-121.5,516.8046019
-58.5,-120.5,516.5337027
-58.5,-119.5,522.3322408
-58.5,-118.5,522.2211045
-58.5,-117.5,525.3666525
-58.5,-116.5,525.2478895
-58.5,-115.5,543.4393737
-58.5,-114.5,543.3210729
-58.5,-113.5,544.5584778
-58.5,-112.5,544.4574571
-58.5,-111.5,537.4455033
-58.5,-110.5,537.522181
-58.5,-109.5,538.28313
-58.5,-108.5,538.1619775
-58.5,-107.5,539.9746743
-58.5,-106.5,539.8653923
-58.5,-105.5,541.6569924
-58.5,-104.5,541.5490078
-58.5,-103.5,540.9617983
-58.5,-102.5,540.8585382
-58.5,-101.5,547.5177077
-58.5,-100.5,547.4472856
-58.5,-99.5,559.1253143
-58.5,-98.5,559.0780947
-58.5,-97.5,560.3093029
-58.5,-96.5,560.3036473
-58.5,-95.5,567.9509779
-58.5,-94.5,567.9408056
-58.5,-93.5,568.0276636
-58.5,-92.5,567.9506203
-58.5,-91.5,571.5572559
-58.5,-90.5,571.4726843
-58.5,-89.5,571.0129701
-58.5,-88.5,570.9224884
-58.5,-87.5,567.2361632
-58.5,-86.5,567.1477382
-58.5,-85.5,565.4505905
-58.5,-84.5,565.3933615
-58.5,-83.5,566.7750772
-58.5,-82.5,566.7339755
-58.5,-81.5,567.5855655
-58.5,-80.5,567.5410964
-58.5,-79.5,575.3725448
-58.5,-78.5,575.3390124
-58.5,-77.5,571.592137
-58.5,-76.5,571.6114007
-58.5,-75.5,568.8585846
-58.5,-74.5,568.9105457
-58.5,-73.5,563.407937
-58.5,-72.5,563.40977
-58.5,-71.5,568.7534344
-58.5,-70.5,568.9094505
-58.5,-69.5,574.875582
-58.5,-68.5,575.4190501
-58.5,-67.5,585.6758849
-58.5,-66.5,586.0696535
-58.5,-65.5,594.1211178
-58.5,-64.5,594.7450669
-58.5,-63.5,599.5058512
-58.5,-62.5,600.1801789
-58.5,-61.5,598.779164
-58.5,-60.5,599.4304689
-58.5,-59.5,601.929357
-58.5,-58.5,602.7394297
-58.5,-57.5,596.2477257
-58.5,-56.5,596.8720079
-58.5,-55.5,592.9744724
-58.5,-54.5,594.09468
-58.5,-53.5,573.1081621
-58.5,-52.5,573.9620785
-58.5,-51.5,579.4160327
-58.5,-50.5,580.6986237
-58.5,-49.5,581.8453251
-58.5,-48.5,583.0836691
-58.5,-47.5,573.9891106
-58.5,-46.5,574.9727724
-58.5,-45.5,568.2287808
-58.5,-44.5,569.2492919
-58.5,-43.5,586.7761367
-58.5,-42.5,587.8547236
-58.5,-41.5,581.2204969
-58.5,-40.5,582.4953441
-58.5,-39.5,577.5736473
-58.5,-38.5,578.433522
-58.5,-37.5,580.6848552
-58.5,-36.5,581.8981973
-58.5,-35.5,588.6621411
-58.5,-34.5,589.4925602
-58.5,-33.5,589.8509612
-58.5,-32.5,590.4828328
-58.5,-31.5,593.4475276
-58.5,-30.5,593.9320262
-58.5,-29.5,593.3918241
-58.5,-28.5,593.9599888
-58.5,-27.5,603.4830412
-58.5,-26.5,603.5559801
-58.5,-25.5,593.761078
-58.5,-24.5,593.1833611
-58.5,-23.5,591.570099
-58.5,-22.5,590.8662884
-58.5,-21.5,585.6020147
-58.5,-20.5,586.1415861
-58.5,-19.5,601.0505578
-58.5,-18.5,601.7928901
-58.5,-17.5,606.8132478
-58.5,-16.5,606.9921989
-58.5,-15.5,611.9881094
-58.5,-14.5,612.3562615
-58.5,-13.5,620.6297943
-58.5,-12.5,621.1566633
-58.5,-11.5,630.0900084
-58.5,-10.5,630.1911148
-58.5,-9.5,625.2795151
-58.5,-8.5,625.5153932
-58.5,-7.5,626.7575731
-58.5,-6.5,626.6150702
-58.5,-5.5,634.8792967
-58.5,-4.5,634.9030154
-58.5,-3.5,632.1655882
-58.5,-2.5,632.1979044
-58.5,-1.5,632.2820299
-58.5,-0.5,632.3061576
-58.5,0.5,631.906999
